Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,12/09/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241207 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001039380281 EED:241209   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3449380281TC",788.30,ACH_CREDIT,71505.49,,
DEBIT,12/06/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241205 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001037475446 EED:241206   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3417475446TC",-2.49,ACH_DEBIT,70717.19,,
DEBIT,12/06/2024,"ORIG CO NAME:PAYROLL                ORIG ID:1943345425 DESC DATE:241206 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000027636954 EED:241206   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3417636954TC",-2617.73,ACH_DEBIT,70719.68,,
DEBIT,12/06/2024,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:DEC 24 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000025736910 EED:241206   IND ID:68100982111524               IND NAME:COLLEEN GALLICCHIO TRN: 3415736910TC",-21.00,ACH_DEBIT,73337.41,,
DEBIT,12/06/2024,"ORIG CO NAME:VA DEPT TAXATION       ORIG ID:2546001734 DESC DATE:241205 CO ENTRY DESCR:TAX PAYMENSEC:CCD    TRACE#:091000015972232 EED:241206   IND ID:*****9916                    IND NAME:Boodah Inc                                                                                                   EFT PAYMENTS TRN: 3415972232TC",-145.44,ACH_DEBIT,73358.41,,
CREDIT,12/06/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:120424 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026891204 EED:241206   IND ID:2238025147                   IND NAME:BOODAH INC                 TRN*1*2238025147*1611241225*WPSEAST   \ TRN: 3416891204TC",79.14,ACH_CREDIT,73503.85,,
CREDIT,12/06/2024,"ORIG CO NAME:UnitedHealthcare       ORIG ID:1780000000 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384875585544 EED:241206   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*UH8820000037753102019204*1391 995276*0000UMR01\ TRN: 3415585544TC",136.57,ACH_CREDIT,73424.71,,
CREDIT,12/06/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241205 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001035995657 EED:241206   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3415995657TC",140.00,ACH_CREDIT,73288.14,,
CREDIT,12/06/2024,"ORIG CO NAME:WELLPOINT 05C          ORIG ID:0365BA293A DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025785713 EED:241206   IND ID:3258123176                   IND NAME:BOODAH  INC                TRN*1*3258123176*1520913817\                                                      EDI PAYMENT TRN: 3415785713TC",412.85,ACH_CREDIT,73148.14,,
CREDIT,12/06/2024,"ORIG CO NAME:UHC Benefits Pla       ORIG ID:1473221444 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384875585500 EED:241206   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*SW15781458*1473221444*0000877 26\ TRN: 3415585500TC",1208.99,ACH_CREDIT,72735.29,,
CREDIT,12/06/2024,"ORIG CO NAME:TUFTS ASSOCIATED       ORIG ID:4800721489 DESC DATE:241203 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025798640 EED:241206   IND ID:                             IND NAME:BOODAH INC                 TRN*1*71146651*1042674079\ TRN: 3415798640TC",4973.44,ACH_CREDIT,71526.30,,
DEBIT,12/05/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241204 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038672507 EED:241205   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3408672507TC",-4.66,ACH_DEBIT,66552.86,,
DEBIT,12/05/2024,"ORIG CO NAME:EVERSOURCE             ORIG ID:1202042013 DESC DATE:DEC 24 CO ENTRY DESCR:WEB_PAY   SEC:WEB    TRACE#:111000021240462 EED:241205   IND ID:68088191111524               IND NAME:COLLEEN GALLICCHIO TRN: 3401240462TC",-147.73,ACH_DEBIT,66557.52,,
CREDIT,12/05/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241204 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001030510250 EED:241205   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3400510250TC",55.00,ACH_CREDIT,66705.25,,
CREDIT,12/05/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384871286261 EED:241205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24335B1000007653*1411289245*0 00087726\ TRN: 3401286261TC",105.01,ACH_CREDIT,66650.25,,
CREDIT,12/05/2024,"ORIG CO NAME:AETNA AS01             ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000018081749 EED:241205   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*824337000326071*1066033492\ TRN: 3408081749TC",172.17,ACH_CREDIT,66545.24,,
CREDIT,12/05/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019647805 EED:241205   IND ID:ST-V4U4Z8W0C1E9              IND NAME:BOODAH INC TRN: 3409647805TC",240.34,ACH_CREDIT,66373.07,,
CREDIT,12/05/2024,"ORIG CO NAME:NGS, INC.              ORIG ID:I351840597 DESC DATE:241202 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:042000018177286 EED:241205   IND ID:1104390525                   IND NAME:BOODAH, INC                TRN*1*896126974*1351840597~                                                       MEDICARE B OF NE TRN: 3408177286TC",367.55,ACH_CREDIT,66132.73,,
CREDIT,12/05/2024,"ORIG CO NAME:UNITEDHEALTHCARE       ORIG ID:1411289245 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384871286655 EED:241205   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*W306112864*1411289245*0000877 26\ TRN: 3401286655TC",388.92,ACH_CREDIT,65765.18,,
CREDIT,12/05/2024,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:241204 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500120253281 EED:241205   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8027246*1043324848\ TRN: 3400253281TC",3354.72,ACH_CREDIT,65376.26,,
DEBIT,12/04/2024,"ORIG CO NAME:CAPITAL ONE            ORIG ID:9279744380 DESC DATE:241204 CO ENTRY DESCR:MOBILE PMTSEC:CCD    TRACE#:021000029503674 EED:241204   IND ID:3YOKSS3WCKLSP34              IND NAME:COLLEEN GALLICCHIO TRN: 3399503674TC",-3978.33,ACH_DEBIT,62021.54,,
DEBIT,12/04/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241203 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001030471272 EED:241204   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3390471272TC",-2.50,ACH_DEBIT,65999.87,,
DEBIT,12/04/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241203 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000696729175 EED:241204   IND ID:46083025                     IND NAME:Default debit account      FeeTransfer REF#46083025                                                          PPSACCOUNT TRN: 3396729175TC",-24.41,ACH_DEBIT,66002.37,,
CREDIT,12/04/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241203 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001036335925 EED:241204   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3396335925TC",80.00,ACH_CREDIT,66026.78,,
CREDIT,12/04/2024,"ORIG CO NAME:CIGNA EDGE TRANS       ORIG ID:7026944582 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:242071756343841 EED:241204   IND ID:602501034673                 IND NAME:BOODAH INC                 TRN*1*602501034673*1591031071~                                                    HCCLAIMPMT TRN: 3396343841TC",103.00,ACH_CREDIT,65946.78,,
CREDIT,12/04/2024,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:113024 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000014272663 EED:241204   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*241130090087653*1411648670\ TRN: 3394272663TC",195.00,ACH_CREDIT,65843.78,,
CREDIT,12/04/2024,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016732435 EED:241204   IND ID:ST-S1P7V9K4F4B1              IND NAME:BOODAH INC TRN: 3396732435TC",581.40,ACH_CREDIT,65648.78,,
CREDIT,12/04/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:120224 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000024152892 EED:241204   IND ID:2237951955                   IND NAME:BOODAH INC                 TRN*1*2237951955*1611241225*WPSEAST   \ TRN: 3394152892TC",1040.56,ACH_CREDIT,65067.38,,
CREDIT,12/04/2024,"ORIG CO NAME:NGS, INC.              ORIG ID:I351840597 DESC DATE:241127 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:042000014159361 EED:241204   IND ID:1104390525                   IND NAME:BOODAH, INC                TRN*1*896120542*1351840597~                                                       MEDICARE B OF NE TRN: 3394159361TC",2638.22,ACH_CREDIT,64026.82,,
CREDIT,12/04/2024,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:112924 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000014270698 EED:241204   IND ID:741075667                    IND NAME:70020000LMG471             TRN*1*741075667*1041045815\ TRN: 3394270698TC",3355.15,ACH_CREDIT,61388.60,,
DEBIT,12/03/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241202 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038569569 EED:241203   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3388569569TC",-3.22,ACH_DEBIT,58033.45,,
DEBIT,12/03/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241202 CO ENTRY DESCR:FEE       SEC:CCD    TRACE#:041001038569585 EED:241203   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3388569585TC",-37.00,ACH_DEBIT,58036.67,,
DEBIT,12/03/2024,"ORIG CO NAME:Qualifacts Syste       ORIG ID:0000512692 DESC DATE:       CO ENTRY DESCR:VSP*QualifSEC:CCD    TRACE#:096016933134626 EED:241203   IND ID:15044636                     IND NAME:Colleen Gallicchio                                                                                           6153866755 TRN: 3383134626TC",-381.99,ACH_DEBIT,58073.67,,
DEBIT,12/03/2024,"ORIG CO NAME:Qualifacts Syste       ORIG ID:0000512692 DESC DATE:       CO ENTRY DESCR:VSP*QualifSEC:CCD    TRACE#:096016933134633 EED:241203   IND ID:15044392                     IND NAME:Colleen Gallicchio                                                                                           6153866755 TRN: 3383134633TC",-1497.20,ACH_DEBIT,58455.66,,
DEBIT,12/03/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241202 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000015330256 EED:241203   IND ID:APPLE.COM BILL               IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3385330256TC",-3.35,MISC_DEBIT,59952.86,,
DEBIT,12/03/2024,"ORIG CO NAME:HOOVER AND COMPA       ORIG ID:271714485  DESC DATE:       CO ENTRY DESCR:ACH CollecSEC:CCD    TRACE#:082907275179347 EED:241203   IND ID:449596                       IND NAME:Boodah Psych TRN: 3385179347TC",-480.00,ACH_DEBIT,59956.21,,
DEBIT,12/03/2024,"ORIG CO NAME:Innago LLC             ORIG ID:945440567  DESC DATE:       CO ENTRY DESCR:Innago LLCSEC:WEB    TRACE#:273976365504999 EED:241203   IND ID:      IX6R64Z87              IND NAME:Colleen Long TRN: 3385504999TC",-730.00,ACH_DEBIT,60436.21,,
DEBIT,12/03/2024,"ORIG CO NAME:Innago LLC             ORIG ID:945440567  DESC DATE:       CO ENTRY DESCR:Innago LLCSEC:WEB    TRACE#:273976365505000 EED:241203   IND ID:      IV6A6EK8L              IND NAME:Colleen Long TRN: 3385505000TC",-902.00,ACH_DEBIT,61166.21,,
CREDIT,12/03/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878613166 EED:241203   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24333B1000014009*1411289245*0 00087726\ TRN: 3388613166TC",143.53,ACH_CREDIT,62068.21,,
CREDIT,12/03/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878613580 EED:241203   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24333B1000027881*1411289245*0 00087726\ TRN: 3388613580TC",176.96,ACH_CREDIT,61924.68,,
CREDIT,12/03/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878613594 EED:241203   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24333B1000011701*1411289245*0 00087726\ TRN: 3388613594TC",201.96,ACH_CREDIT,61747.72,,
CREDIT,12/03/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241203 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000694839371 EED:241203   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*583262699*1042734278\                                                       PPSACCOUNT TRN: 3384839371TC",1284.89,ACH_CREDIT,61545.76,,
CREDIT,12/03/2024,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:241202 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500125649443 EED:241203   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8021714*1043324848\ TRN: 3385649443TC",2707.02,ACH_CREDIT,60260.87,,
DEBIT,12/02/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241129 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000694740106 EED:241202   IND ID:45824435                     IND NAME:Default debit account      FeeTransfer REF#45824435                                                          PPSACCOUNT TRN: 3374740106TC",-1.53,ACH_DEBIT,57553.85,,
DEBIT,12/02/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241129 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001031932286 EED:241202   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3371932286TC",-1.91,ACH_DEBIT,57555.38,,
DEBIT,12/02/2024,"VERIZON*RECURRING PAY 800-VERIZON FL         12/02",-95.60,DEBIT_CARD,57557.29,,
DEBIT,12/02/2024,"Online Payment 22909048198 To BRC 4002 12/02",-600.00,LOAN_PMT,57652.89,,
DEBIT,12/02/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241201 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000012557174 EED:241202   IND ID:SPOTIFYUSAI                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3372557174TC",-19.99,MISC_DEBIT,58252.89,,
DEBIT,12/02/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241201 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000012579617 EED:241202   IND ID:FOOTLOCKER                   IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3372579617TC",-72.73,MISC_DEBIT,58272.88,,
DEBIT,12/02/2024,"ORIG CO NAME:TESLA FINANCE LL       ORIG ID:Z912197729 DESC DATE:B24333 CO ENTRY DESCR:TESLA FINASEC:PPD    TRACE#:091000012863733 EED:241202   IND ID:                             IND NAME:COLLEEN GALLICCHIO TRN: 3372863733TC",-1456.08,MISC_DEBIT,58345.61,,
CREDIT,12/02/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241130 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001031932263 EED:241202   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3371932263TC",45.22,ACH_CREDIT,59801.69,,
CREDIT,12/02/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:3611241225 DESC DATE:112724 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000024035985 EED:241202   IND ID:5000593267                   IND NAME:BOODAH INC                 TRN*1*5000593267*1611241225*WPSEAST   \ TRN: 3374035985TC",87.48,ACH_CREDIT,59756.47,,
CREDIT,12/02/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384871764997 EED:241202   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24331B1000018757*1411289245*0 00087726\ TRN: 3371764997TC",122.09,ACH_CREDIT,59668.99,,
CREDIT,12/02/2024,"ORIG CO NAME:WELLPOINT 05C          ORIG ID:0365BA293A DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000023880774 EED:241202   IND ID:3257559964                   IND NAME:BOODAH  INC                TRN*1*3257559964*1520913817\                                                      EDI PAYMENT TRN: 3373880774TC",258.88,ACH_CREDIT,59546.90,,
CREDIT,12/02/2024,"ORIG CO NAME:Carelon Behav Z        ORIG ID:3043324848 DESC DATE:241127 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500123973636 EED:241202   IND ID:                             IND NAME:BOODAH INC                 TRN*1*8023367*1043324848\ TRN: 3373973636TC",1338.45,ACH_CREDIT,59288.02,,
CREDIT,12/02/2024,"ORIG CO NAME:TUFTS ASSOCIATED       ORIG ID:4800721489 DESC DATE:241126 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000023881361 EED:241202   IND ID:                             IND NAME:BOODAH INC                 TRN*1*71143068*1042674079\ TRN: 3373881361TC",2976.53,ACH_CREDIT,57949.57,,
DEBIT,11/29/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241127 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001036276382 EED:241129   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3346276382TC",-46.56,ACH_DEBIT,54973.04,,
DEBIT,11/29/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241127 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000690029995 EED:241129   IND ID:45642555                     IND NAME:Default debit account      FeeTransfer REF#45642555                                                          PPSACCOUNT TRN: 3340029995TC",-20.61,ACH_DEBIT,55019.60,,
CREDIT,11/29/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241127 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001039693106 EED:241129   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3349693106TC",55.00,ACH_CREDIT,55040.21,,
CREDIT,11/29/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:9391995276 DESC DATE:241129 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:021000020184211 EED:241129   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*581645028*1391995276\                                                       PPSACCOUNT TRN: 3340184211TC",80.52,ACH_CREDIT,54985.21,,
CREDIT,11/29/2024,"ORIG CO NAME:AETNA A04              ORIG ID:1066033492 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:031100209438298 EED:241129   IND ID:1104390525                   IND NAME:BOODAH INC                 TRN*1*824330000252441*1066033492\ TRN: 3349438298TC",117.88,ACH_CREDIT,54904.69,,
CREDIT,11/29/2024,"ORIG CO NAME:Tufts Associated       ORIG ID:1042918943 DESC DATE:241127 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500122773417 EED:241129   IND ID:                             IND NAME:BOODAH, INC                TRN*1*006139630*1042918943\ TRN: 3342773417TC",149.98,ACH_CREDIT,54786.81,,
CREDIT,11/29/2024,"ORIG CO NAME:Medica                 ORIG ID:1111194265 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384872671414 EED:241129   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*11165885848*1411490988*000094 265\ TRN: 3342671414TC",166.96,ACH_CREDIT,54636.83,,
CREDIT,11/29/2024,"ORIG CO NAME:UNITEDHEALTHCARE       ORIG ID:1411289245 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384872675006 EED:241129   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*W305377331*1411289245*0000877 26\ TRN: 3342675006TC",313.33,ACH_CREDIT,54469.87,,
CREDIT,11/29/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241128 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001036276000 EED:241129   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3346276000TC",1553.79,ACH_CREDIT,54156.54,,
